"","hgnc_symbol","ensembl_gene_id","entrezgene_id","gene_biotype","description"
"ANK1","ANK1","ENSG00000029534",286,"protein_coding","ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]"
"ANK2","ANK2","ENSG00000145362",287,"protein_coding","ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]"
"ANK3","ANK3","ENSG00000151150",288,"protein_coding","ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]"
"ANPEP","ANPEP","ENSG00000166825",290,"protein_coding","alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]"
"SLC25A4","SLC25A4","ENSG00000151729",291,"protein_coding","solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]"
"SLC25A5","SLC25A5","ENSG00000005022",292,"protein_coding","solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"
"SLC25A6","SLC25A6","ENSG00000292334",293,"protein_coding","solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]"
"ANXA1","ANXA1","ENSG00000135046",301,"protein_coding","annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]"
"ANXA2","ANXA2","ENSG00000182718",302,"protein_coding","annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]"
"ANXA2P1","ANXA2P1","ENSG00000213406",NA,"processed_pseudogene","annexin A2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:538]"
"ANXA2P2","ANXA2P2","ENSG00000231991",NA,"processed_pseudogene","annexin A2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:539]"
"ANXA3","ANXA3","ENSG00000138772",306,"protein_coding","annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]"
"ANXA4","ANXA4","ENSG00000196975",307,"protein_coding","annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]"
"ANXA5","ANXA5","ENSG00000164111",308,"protein_coding","annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]"
"ANXA6","ANXA6","ENSG00000197043",309,"protein_coding","annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]"
"ANXA7","ANXA7","ENSG00000138279",310,"protein_coding","annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]"
"ANXA11","ANXA11","ENSG00000122359",311,"protein_coding","annexin A11 [Source:HGNC Symbol;Acc:HGNC:535]"
"ANXA13","ANXA13","ENSG00000104537",312,"protein_coding","annexin A13 [Source:HGNC Symbol;Acc:HGNC:536]"
"AOAH","AOAH","ENSG00000136250",313,"protein_coding","acyloxyacyl hydrolase [Source:HGNC Symbol;Acc:HGNC:548]"
"AOC2","AOC2","ENSG00000131480",314,"protein_coding","amine oxidase copper containing 2 [Source:HGNC Symbol;Acc:HGNC:549]"
"AOX1","AOX1","ENSG00000138356",316,"protein_coding","aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]"
"APAF1","APAF1","ENSG00000120868",317,"protein_coding","apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]"
"NUDT2","NUDT2","ENSG00000164978",318,"protein_coding","nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049]"
"APOF","APOF","ENSG00000175336",319,"protein_coding","apolipoprotein F [Source:HGNC Symbol;Acc:HGNC:615]"
"APBA1","APBA1","ENSG00000107282",320,"protein_coding","amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578]"
"APBA2","APBA2","ENSG00000276495",321,"protein_coding","amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]"
"APBB1","APBB1","ENSG00000166313",322,"protein_coding","amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581]"
"APBB2","APBB2","ENSG00000163697",323,"protein_coding","amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]"
"APC","APC","ENSG00000134982",324,"protein_coding","APC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:583]"
"APCS","APCS","ENSG00000132703",325,"protein_coding","amyloid P component, serum [Source:HGNC Symbol;Acc:HGNC:584]"
"AIRE","AIRE","ENSG00000160224",326,"protein_coding","autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]"
"APEH","APEH","ENSG00000164062",327,"protein_coding","acylaminoacyl-peptide hydrolase [Source:HGNC Symbol;Acc:HGNC:586]"
"APEX1","APEX1","ENSG00000100823",328,"protein_coding","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]"
"BIRC2","BIRC2","ENSG00000110330",329,"protein_coding","baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]"
"BIRC3","BIRC3","ENSG00000023445",330,"protein_coding","baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]"
"XIAP","XIAP","ENSG00000101966",331,"protein_coding","X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]"
"BIRC5","BIRC5","ENSG00000089685",332,"protein_coding","baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]"
"APLP1","APLP1","ENSG00000105290",333,"protein_coding","amyloid beta precursor like protein 1 [Source:HGNC Symbol;Acc:HGNC:597]"
"APLP2","APLP2","ENSG00000084234",334,"protein_coding","amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]"
"APOA1","APOA1","ENSG00000118137",335,"protein_coding","apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]"
"APOA2","APOA2","ENSG00000158874",336,"protein_coding","apolipoprotein A2 [Source:HGNC Symbol;Acc:HGNC:601]"
"APOA4","APOA4","ENSG00000110244",337,"protein_coding","apolipoprotein A4 [Source:HGNC Symbol;Acc:HGNC:602]"
"APOB","APOB","ENSG00000291544",338,"protein_coding","apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]"
"APOBEC1","APOBEC1","ENSG00000111701",339,"protein_coding","apolipoprotein B mRNA editing enzyme catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:604]"
"APOC1","APOC1","ENSG00000130208",341,"protein_coding","apolipoprotein C1 [Source:HGNC Symbol;Acc:HGNC:607]"
"AQP8","AQP8","ENSG00000103375",343,"protein_coding","aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]"
"APOC2","APOC2","ENSG00000234906",344,"protein_coding","apolipoprotein C2 [Source:HGNC Symbol;Acc:HGNC:609]"
"APOC3","APOC3","ENSG00000110245",345,"protein_coding","apolipoprotein C3 [Source:HGNC Symbol;Acc:HGNC:610]"
"APOC4","APOC4","ENSG00000267467",346,"protein_coding","apolipoprotein C4 [Source:HGNC Symbol;Acc:HGNC:611]"
"APOD","APOD","ENSG00000189058",347,"protein_coding","apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]"
"APOE","APOE","ENSG00000130203",348,"protein_coding","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]"
"APOH","APOH","ENSG00000091583",350,"protein_coding","apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]"
"APP","APP","ENSG00000142192",351,"protein_coding","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]"
"APRT","APRT","ENSG00000198931",353,"protein_coding","adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:626]"
"KLK3","KLK3","ENSG00000142515",354,"protein_coding","kallikrein related peptidase 3 [Source:HGNC Symbol;Acc:HGNC:6364]"
"FAS","FAS","ENSG00000026103",355,"protein_coding","Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]"
"FASLG","FASLG","ENSG00000117560",356,"protein_coding","Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936]"
"SHROOM2","SHROOM2","ENSG00000146950",357,"protein_coding","shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]"
"AQP1","AQP1","ENSG00000240583",358,"protein_coding","aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633]"
"AQP2","AQP2","ENSG00000167580",359,"protein_coding","aquaporin 2 [Source:HGNC Symbol;Acc:HGNC:634]"
"AQP3","AQP3","ENSG00000165272",360,"protein_coding","aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]"
"AQP4","AQP4","ENSG00000171885",361,"protein_coding","aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637]"
"AQP5","AQP5","ENSG00000161798",362,"protein_coding","aquaporin 5 [Source:HGNC Symbol;Acc:HGNC:638]"
"AQP6","AQP6","ENSG00000086159",363,"protein_coding","aquaporin 6 [Source:HGNC Symbol;Acc:HGNC:639]"
"AQP7","AQP7","ENSG00000165269",364,"protein_coding","aquaporin 7 [Source:HGNC Symbol;Acc:HGNC:640]"
"AQP9","AQP9","ENSG00000103569",366,"protein_coding","aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]"
"AR","AR","ENSG00000169083",367,"protein_coding","androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]"
"ABCC6","ABCC6","ENSG00000275331",368,"protein_coding","ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]"
"ARAF","ARAF","ENSG00000078061",369,"protein_coding","A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]"
"ARCN1","ARCN1","ENSG00000095139",372,"protein_coding","archain 1 [Source:HGNC Symbol;Acc:HGNC:649]"
"TRIM23","TRIM23","ENSG00000113595",373,"protein_coding","tripartite motif containing 23 [Source:HGNC Symbol;Acc:HGNC:660]"
"AREG","AREG","ENSG00000109321",374,"protein_coding","amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]"
"ARF1","ARF1","ENSG00000143761",375,"protein_coding","ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]"
"ARF3","ARF3","ENSG00000134287",377,"protein_coding","ADP ribosylation factor 3 [Source:HGNC Symbol;Acc:HGNC:654]"
"ARF4","ARF4","ENSG00000168374",378,"protein_coding","ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]"
"ARL4D","ARL4D","ENSG00000175906",379,"protein_coding","ADP ribosylation factor like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656]"
"ARF5","ARF5","ENSG00000004059",381,"protein_coding","ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"ARF6","ARF6","ENSG00000165527",382,"protein_coding","ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]"
"ARG1","ARG1","ENSG00000118520",383,"protein_coding","arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]"
"ARG2","ARG2","ENSG00000081181",384,"protein_coding","arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]"
"RHOA","RHOA","ENSG00000067560",387,"protein_coding","ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]"
"RHOB","RHOB","ENSG00000143878",388,"protein_coding","ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]"
"RHOC","RHOC","ENSG00000155366",389,"protein_coding","ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]"
"RND3","RND3","ENSG00000115963",390,"protein_coding","Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]"
"RHOG","RHOG","ENSG00000177105",391,"protein_coding","ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]"
"ARHGAP1","ARHGAP1","ENSG00000175220",392,"protein_coding","Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]"
"ARHGAP4","ARHGAP4","ENSG00000089820",393,"protein_coding","Rho GTPase activating protein 4 [Source:HGNC Symbol;Acc:HGNC:674]"
"ARHGAP5","ARHGAP5","ENSG00000100852",394,"protein_coding","Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]"
"ARHGAP6","ARHGAP6","ENSG00000047648",395,"protein_coding","Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676]"
"ARHGDIA","ARHGDIA","ENSG00000141522",396,"protein_coding","Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]"
"ARHGDIB","ARHGDIB","ENSG00000111348",397,"protein_coding","Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]"
"ARHGDIG","ARHGDIG","ENSG00000242173",398,"protein_coding","Rho GDP dissociation inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:680]"
"RHOH","RHOH","ENSG00000168421",399,"protein_coding","ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]"
"ARL1","ARL1","ENSG00000120805",400,"protein_coding","ADP ribosylation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:692]"
"PHOX2A","PHOX2A","ENSG00000165462",401,"protein_coding","paired like homeobox 2A [Source:HGNC Symbol;Acc:HGNC:691]"
"ARL2","ARL2","ENSG00000213465",402,"protein_coding","ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]"
"ARL3","ARL3","ENSG00000138175",403,"protein_coding","ADP ribosylation factor like GTPase 3 [Source:HGNC Symbol;Acc:HGNC:694]"
"ARNT","ARNT","ENSG00000143437",405,"protein_coding","aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]"
"ARNTL",NA,NA,NA,NA,NA
"ARR3","ARR3","ENSG00000120500",407,"protein_coding","arrestin 3 [Source:HGNC Symbol;Acc:HGNC:710]"
"ARRB1","ARRB1","ENSG00000137486",408,"protein_coding","arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]"
"ARRB2","ARRB2","ENSG00000141480",409,"protein_coding","arrestin beta 2 [Source:HGNC Symbol;Acc:HGNC:712]"
"ARSA","ARSA","ENSG00000100299",410,"protein_coding","arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]"
"ARSB","ARSB","ENSG00000113273",411,"protein_coding","arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]"
"STS","STS","ENSG00000101846",412,"protein_coding","steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425]"
"ARSD","ARSD","ENSG00000006756",414,"protein_coding","arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]"
"ARSE",NA,NA,NA,NA,NA
"ARSF","ARSF","ENSG00000062096",416,"protein_coding","arylsulfatase F [Source:HGNC Symbol;Acc:HGNC:721]"
"ART1","ART1","ENSG00000129744",417,"protein_coding","ADP-ribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:723]"
"ART3","ART3","ENSG00000156219",419,"protein_coding","ADP-ribosyltransferase 3 (inactive) [Source:HGNC Symbol;Acc:HGNC:725]"
"ART4","ART4","ENSG00000111339",420,"protein_coding","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group) [Source:HGNC Symbol;Acc:HGNC:726]"
"ARVCF","ARVCF","ENSG00000099889",421,"protein_coding","ARVCF delta catenin family member [Source:HGNC Symbol;Acc:HGNC:728]"
"ASAH1","ASAH1","ENSG00000104763",427,"protein_coding","N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]"
"ASCL1","ASCL1","ENSG00000139352",429,"protein_coding","achaete-scute family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:738]"
"ASCL2","ASCL2","ENSG00000183734",430,"protein_coding","achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]"
"ASGR1","ASGR1","ENSG00000141505",432,"protein_coding","asialoglycoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:742]"
"ASGR2","ASGR2","ENSG00000161944",433,"protein_coding","asialoglycoprotein receptor 2 [Source:HGNC Symbol;Acc:HGNC:743]"
"ASIP","ASIP","ENSG00000101440",434,"protein_coding","agouti signaling protein [Source:HGNC Symbol;Acc:HGNC:745]"
"ASL","ASL","ENSG00000126522",435,"protein_coding","argininosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:746]"
"ASMT","ASMT","ENSG00000292336",438,"protein_coding","acetylserotonin O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:750]"
"ASNA1",NA,NA,NA,NA,NA
"ASNS","ASNS","ENSG00000070669",440,"protein_coding","asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]"
"ASPA","ASPA","ENSG00000108381",443,"protein_coding","aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]"
"ASPH","ASPH","ENSG00000198363",444,"protein_coding","aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]"
"ASS1","ASS1","ENSG00000130707",445,"protein_coding","argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]"
"ASTN1","ASTN1","ENSG00000152092",460,"protein_coding","astrotactin 1 [Source:HGNC Symbol;Acc:HGNC:773]"
"SERPINC1","SERPINC1","ENSG00000117601",462,"protein_coding","serpin family C member 1 [Source:HGNC Symbol;Acc:HGNC:775]"
"ZFHX3","ZFHX3","ENSG00000140836",463,"protein_coding","zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]"
"ATF1","ATF1","ENSG00000123268",466,"protein_coding","activating transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:783]"
"ATF3","ATF3","ENSG00000162772",467,"protein_coding","activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]"
"ATF4","ATF4","ENSG00000128272",468,"protein_coding","activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]"
"ATIC","ATIC","ENSG00000138363",471,"protein_coding","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]"
"ATM","ATM","ENSG00000149311",472,"protein_coding","ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]"
"RERE","RERE","ENSG00000142599",473,"protein_coding","arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]"
"ATOH1","ATOH1","ENSG00000172238",474,"protein_coding","atonal bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:797]"
"ATOX1","ATOX1","ENSG00000177556",475,"protein_coding","antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798]"
"ATP1A1","ATP1A1","ENSG00000163399",476,"protein_coding","ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]"
"ATP1A2","ATP1A2","ENSG00000018625",477,"protein_coding","ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]"
"ATP1A3","ATP1A3","ENSG00000105409",478,"protein_coding","ATPase Na+/K+ transporting subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:801]"
"ATP12A","ATP12A","ENSG00000075673",479,"protein_coding","ATPase H+/K+ transporting non-gastric alpha2 subunit [Source:HGNC Symbol;Acc:HGNC:13816]"
"ATP1A4","ATP1A4","ENSG00000132681",480,"protein_coding","ATPase Na+/K+ transporting subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:14073]"
"ATP1B1","ATP1B1","ENSG00000143153",481,"protein_coding","ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]"
"ATP1B2","ATP1B2","ENSG00000129244",482,"protein_coding","ATPase Na+/K+ transporting subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:805]"
"ATP1B3","ATP1B3","ENSG00000069849",483,"protein_coding","ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806]"
"FXYD2","FXYD2","ENSG00000137731",486,"protein_coding","FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026]"
"ATP2A1","ATP2A1","ENSG00000196296",487,"protein_coding","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811]"
"ATP2A2","ATP2A2","ENSG00000174437",488,"protein_coding","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]"
"ATP2A3","ATP2A3","ENSG00000074370",489,"protein_coding","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813]"
"ATP2B1","ATP2B1","ENSG00000070961",490,"protein_coding","ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]"
"ATP2B2","ATP2B2","ENSG00000157087",491,"protein_coding","ATPase plasma membrane Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:815]"
"ATP2B3","ATP2B3","ENSG00000067842",492,"protein_coding","ATPase plasma membrane Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:816]"
"ATP2B4","ATP2B4","ENSG00000058668",493,"protein_coding","ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]"
"ATP4A","ATP4A","ENSG00000105675",495,"protein_coding","ATPase H+/K+ transporting subunit alpha [Source:HGNC Symbol;Acc:HGNC:819]"
"ATP4B","ATP4B","ENSG00000186009",496,"protein_coding","ATPase H+/K+ transporting subunit beta [Source:HGNC Symbol;Acc:HGNC:820]"
"ATP5F1A","ATP5F1A","ENSG00000152234",498,"protein_coding","ATP synthase F1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:823]"
"ALDH7A1","ALDH7A1","ENSG00000164904",501,"protein_coding","aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]"
"ATP5F1B","ATP5F1B","ENSG00000110955",506,"protein_coding","ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]"
"ATP5F1C","ATP5F1C","ENSG00000165629",509,"protein_coding","ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833]"
"ATP5F1D","ATP5F1D","ENSG00000099624",513,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"ATP5F1E","ATP5F1E","ENSG00000124172",514,"protein_coding","ATP synthase F1 subunit epsilon [Source:HGNC Symbol;Acc:HGNC:838]"
"ATP5PB","ATP5PB","ENSG00000116459",515,"protein_coding","ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]"
"ATP5MC1","ATP5MC1","ENSG00000159199",516,"protein_coding","ATP synthase membrane subunit c locus 1 [Source:HGNC Symbol;Acc:HGNC:841]"
"ATP5MC2","ATP5MC2","ENSG00000135390",517,"protein_coding","ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]"
"ATP5MC3","ATP5MC3","ENSG00000154518",518,"protein_coding","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]"
"ATP5ME","ATP5ME","ENSG00000169020",521,"protein_coding","ATP synthase membrane subunit e [Source:HGNC Symbol;Acc:HGNC:846]"
"ATP5PF","ATP5PF","ENSG00000154723",522,"protein_coding","ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]"
"ATP6V1A","ATP6V1A","ENSG00000114573",523,"protein_coding","ATPase H+ transporting V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851]"
"ATP6V1B1","ATP6V1B1","ENSG00000116039",525,"protein_coding","ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]"
"ATP6V1B2","ATP6V1B2","ENSG00000147416",526,"protein_coding","ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]"
"ATP6V0C","ATP6V0C","ENSG00000185883",527,"protein_coding","ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855]"
"ATP6V1C1","ATP6V1C1","ENSG00000155097",528,"protein_coding","ATPase H+ transporting V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856]"
"ATP6V1E1","ATP6V1E1","ENSG00000131100",529,"protein_coding","ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]"
"ATP6V0B","ATP6V0B","ENSG00000117410",533,"protein_coding","ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]"
"ATP6V1G2","ATP6V1G2","ENSG00000213760",534,"protein_coding","ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862]"
"ATP6V0A1","ATP6V0A1","ENSG00000033627",535,"protein_coding","ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]"
"ATP6AP1","ATP6AP1","ENSG00000071553",537,"protein_coding","ATPase H+ transporting accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:868]"
"ATP7A","ATP7A","ENSG00000165240",538,"protein_coding","ATPase copper transporting alpha [Source:HGNC Symbol;Acc:HGNC:869]"
